system:index,actual_evapotranspiration,community,date,max_temperature,min_temperature,potential_evapotranspiration,precipitation,province,soil_moisture,.geo
199811_00000000000000000033,86.6768879321706,Canarias,1998-11-01T00:00:00,20.876270702455738,14.717161621930323,839.1087510433597,9.019307648376754,Santa Cruz de Tenerife,19.067280235469845,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000024,348.8292595670038,Cantabria,1998-11-01T00:00:00,12.013514979458053,4.133803028204772,351.53726399852303,77.44939528227859,Cantabria,1376.366327378481,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000004,261.8924711500199,Castilla y León,1998-11-01T00:00:00,11.838458416235584,1.4806518105849582,328.40315161161936,30.288213290887388,Ávila,107.34765618782333,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000008,295.4462674394772,Castilla y León,1998-11-01T00:00:00,10.943295259776798,1.8765330821263615,316.609242323141,43.84740048758578,Burgos,402.6025042194922,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000017,282.77400961101665,Castilla y León,1998-11-01T00:00:00,11.09921462213401,0.9526641483571205,302.77310907627424,41.11758752321064,León,570.0079255026657,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000021,262.9966167567317,Castilla y León,1998-11-01T00:00:00,11.529660282117595,1.5691040986017948,311.4088150132389,31.40261369090936,Palencia,228.0818094545003,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000023,313.8076766069148,Castilla y León,1998-11-01T00:00:00,13.50069139068742,3.409099176842032,336.4869550389359,42.00803522061979,Salamanca,176.20182097218418,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000025,252.21193060955045,Castilla y León,1998-11-01T00:00:00,11.486179674319667,1.495917993104966,297.79533118169144,28.622130125430946,Segovia,90.54388249101444,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000027,283.8811898138242,Castilla y León,1998-11-01T00:00:00,11.065692886185076,0.7027813273822263,342.7521751092906,30.616538779003985,Soria,105.7195744550763,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000002c,203.05710290175975,Castilla y León,1998-11-01T00:00:00,13.041590335236759,2.286854678941852,308.92119799557145,20.87254787709281,Valladolid,47.18459387017829,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000002e,279.5825766242434,Castilla y León,1998-11-01T00:00:00,13.185987177653862,2.340323061156394,315.0533509700177,31.485705944039278,Zamora,135.94474831974821,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000001,131.75393625487496,Castilla-La Mancha,1998-11-01T00:00:00,14.54149984391281,3.108429587094449,413.13685987768014,13.298170482375337,Albacete,53.495847201642654,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000000c,161.63569246857057,Castilla-La Mancha,1998-11-01T00:00:00,15.368931489441973,4.32672616624805,380.2096648763841,16.212057434634843,Ciudad Real,68.79793637714387,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000000f,178.94177416738037,Castilla-La Mancha,1998-11-01T00:00:00,13.526848326837397,2.113511698366642,367.8431803861345,17.75526435931586,Cuenca,86.61036006293457,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000012,260.21457151513266,Castilla-La Mancha,1998-11-01T00:00:00,11.92476624774083,1.3938978907449777,335.0385338640425,27.36357225687155,Guadalajara,67.11410244355991,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000002a,192.16015121248128,Castilla-La Mancha,1998-11-01T00:00:00,15.405697440176684,4.672788917827733,348.7236452828282,19.59811953709089,Toledo,57.393047091646295,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000007,294.82943679966144,Cataluña/Catalunya,1998-11-01T00:00:00,11.15029335893952,4.1753651728824,359.64641499914535,31.53409229617451,Barcelona,191.66985930163472,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000010,300.6645349145005,Cataluña/Catalunya,1998-11-01T00:00:00,10.864613266980784,3.7524156916724025,379.6101964106094,36.88581714225208,Girona,328.0134893324157,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000018,242.2939166061878,Cataluña/Catalunya,1998-11-01T00:00:00,9.661146883669703,1.5551875357082192,328.17383919334156,45.1657015796544,Lleida,298.0276967104686,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000028,213.01949085925048,Cataluña/Catalunya,1998-11-01T00:00:00,13.273187471025727,5.717623405155901,384.3497268860984,21.394805796867747,Tarragona,99.49950617781626,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000030,132.59233449477355,Ciudad Autónoma de Ceuta,1998-11-01T00:00:00,20.759930313588857,11.385365853658541,605.1045296167249,10.766550522648085,Ceuta,216.39024390243907,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000031,276.4776119402985,Ciudad Autónoma de Melilla,1998-11-01T00:00:00,20.302985074626868,11.812935323383087,577.1144278606965,28.76119402985075,Melilla,62.049751243781095,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000001e,360.65855070388073,Comunidad Foral de Navarra,1998-11-01T00:00:00,12.193800239898307,3.069517995357192,395.26010467204947,70.8948386057253,Navarra,924.08368989861,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000001b,245.38460678821173,Comunidad de Madrid,1998-11-01T00:00:00,13.420923401130313,3.5529566716689556,332.9627382738914,27.415490596762368,Madrid,88.95984865417165,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000002,185.6572290317825,Comunitat Valenciana,1998-11-01T00:00:00,17.533385869626855,6.793477940426109,497.22357783497563,19.435249963148998,Alacant/Alicante,21.782272969510064,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000000b,143.0700417435201,Comunitat Valenciana,1998-11-01T00:00:00,13.866938161343557,4.841511503737503,371.1688088535096,14.257382778371033,Castelló/Castellón,80.16194544219012,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000002b,146.07748935221707,Comunitat Valenciana,1998-11-01T00:00:00,16.126651084055716,5.409579088778709,433.3043247769535,14.987572064555374,València/Valencia,49.484918402139755,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000005,266.71555221274747,Extremadura,1998-11-01T00:00:00,17.23193841581107,7.019020476712597,443.25276159234437,26.845169592127053,Badajoz,113.3120561591739,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000009,316.8425485947025,Extremadura,1998-11-01T00:00:00,16.294710716290478,6.639348328394441,395.6181285328248,33.34962403561215,Cáceres,173.28462005404475,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000000e,324.10268150634624,Galicia,1998-11-01T00:00:00,14.768585306242409,7.42111637907698,324.10268150634624,81.37190721848826,A Coruña,1956.972040249665,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000001a,293.7244211724816,Galicia,1998-11-01T00:00:00,13.600474197523923,4.737359007563381,293.88176967012635,76.73329830027093,Lugo,2099.7591476956377,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000001f,292.9866069894507,Galicia,1998-11-01T00:00:00,12.793903130476606,4.061146524174433,293.6320229545379,74.0379626129686,Ourense,1607.950517164359,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000022,288.9646053251322,Galicia,1998-11-01T00:00:00,14.398219876430318,7.0135497187820315,288.9646053251322,91.0692239492422,Pontevedra,2077.6058099908564,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000006,444.79971828046786,Illes Balears,1998-11-01T00:00:00,16.46105357888148,9.073425761686138,451.62536519198665,98.78428891903171,Illes Balears,678.2087072203675,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000019,332.2436411322249,La Rioja,1998-11-01T00:00:00,11.337660827395108,1.5858273950910526,368.2816458828189,41.59097882026921,La Rioja,193.3605131631038,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000000,330.8255795005498,País Vasco/Euskadi,1998-11-01T00:00:00,11.339811382246282,2.7117611113374354,331.9296248014012,75.26206868456426,Araba/Álava,1048.1722206379595,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000013,387.8567924235367,País Vasco/Euskadi,1998-11-01T00:00:00,12.880385033379905,4.7160068312373875,388.1505356311132,120.81769911504429,Gipuzkoa,1674.8614500853905,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000002d,386.043203196537,País Vasco/Euskadi,1998-11-01T00:00:00,13.207946946363663,5.938569327672799,386.1434557007685,110.66822053886068,Bizkaia,1703.0921224229307,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_00000000000000000020,328.283756159989,Principado de Asturias,1998-11-01T00:00:00,12.973858483846486,3.506723146502051,330.0970020904875,56.581798282441646,Asturias,1386.2700145349681,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811_0000000000000000001d,132.12549578727504,Región de Murcia,1998-11-01T00:00:00,17.331765002698965,6.199646788237232,484.9033009458095,13.511001196930229,Murcia,46.90590602924265,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000003,292.4061630218686,Andalucía,1998-12-01T00:00:00,12.221210429729322,1.7898264260590273,323.67785594127537,42.14450986389354,Almería,185.73164092368856,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000000a,388.7858864184059,Andalucía,1998-12-01T00:00:00,16.159577138180335,5.9800245532669445,389.28635474923846,58.6965943709362,Cádiz,333.84879734460964,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000000d,323.9270057510329,Andalucía,1998-12-01T00:00:00,13.530589902671121,2.2713210021162626,324.0432267488105,40.020121383911565,Córdoba,205.27095415081888,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000011,292.8179009728904,Andalucía,1998-12-01T00:00:00,10.605158015218635,-0.035852285974691936,305.0723097140677,46.34333071917591,Granada,224.14520761355695,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000014,264.0730499027013,Andalucía,1998-12-01T00:00:00,15.10189254263003,4.806892047890764,347.89206108380887,26.89235792737228,Huelva,154.87686928988427,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000016,301.86980409130945,Andalucía,1998-12-01T00:00:00,11.843852461032224,1.0869804091309299,309.4193518240708,38.9911317256,Jaén,150.28608669562112,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000001c,372.54696453782896,Andalucía,1998-12-01T00:00:00,14.318015299578263,3.555064640256898,372.7721950004151,58.04842713322073,Málaga,315.5101735736232,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000026,352.25063742380695,Andalucía,1998-12-01T00:00:00,15.552677656567967,4.199873706684968,360.1534868869412,40.987828183902124,Sevilla,173.12027412798034,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000015,173.86648130170943,Aragón,1998-12-01T00:00:00,7.587116735978774,-0.1729187390388973,188.34930108622262,83.19212438627821,Huesca,728.0163552615285,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000029,173.94760364624048,Aragón,1998-12-01T00:00:00,8.103333606815758,-2.3659026431356636,202.49119314624252,52.98185947897278,Teruel,340.9716772964965,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000002f,228.24139818694067,Aragón,1998-12-01T00:00:00,9.46732588353794,0.3659777673970476,234.13908879903056,39.464669430535906,Zaragoza,206.4995146197977,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000032,411.6578358412635,Canarias,1998-12-01T00:00:00,20.152393602503675,13.714085045215512,746.658854782656,44.27289433941665,Las Palmas,16.83156534871449,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000033,516.586302332733,Canarias,1998-12-01T00:00:00,17.28735008566533,11.188867899661735,740.4053068576201,54.71541536704302,Santa Cruz de Tenerife,22.158041558669776,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000024,149.7962655218576,Cantabria,1998-12-01T00:00:00,9.431018326178293,2.1181253750634736,155.6643008816876,57.518603148225125,Cantabria,1635.739163550756,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000004,121.07711898129716,Castilla y León,1998-12-01T00:00:00,7.357074413052131,-2.371646637485078,147.69547154795063,40.44941504178275,Ávila,295.2694548348589,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000008,113.15331475448441,Castilla y León,1998-12-01T00:00:00,6.935264050799625,-0.9492042931969137,125.2424103657765,36.61365589006208,Burgos,619.322687565691,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000017,94.28896008160588,Castilla y León,1998-12-01T00:00:00,7.048073413504828,-2.3182549549334137,116.05056542424738,62.143264717367536,León,981.1500904519403,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000021,110.25619745134169,Castilla y León,1998-12-01T00:00:00,7.477779756282623,-1.7317010668442165,122.8283062106127,37.78281436291286,Palencia,461.20867720607606,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000023,197.67757320835258,Castilla y León,1998-12-01T00:00:00,9.173677030637185,-0.45435012892524407,203.59300961642808,69.65458369289438,Salamanca,548.777742180516,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000025,123.92733624293992,Castilla y León,1998-12-01T00:00:00,6.917950011002713,-1.918189320032275,144.13375632656053,28.858037482579032,Segovia,212.93893493728442,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000027,141.62194980281865,Castilla y León,1998-12-01T00:00:00,7.080371740393142,-2.098408486441873,164.26829506893714,26.94725933172329,Soria,202.01354284491464,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000002c,138.62233616905564,Castilla y León,1998-12-01T00:00:00,8.053289826360551,-1.289455774385271,146.12424348366545,32.543674008468315,Valladolid,216.92163306529932,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000002e,139.35092235092242,Castilla y León,1998-12-01T00:00:00,8.254445516945516,-1.36499654416321,148.73379927546603,59.980319605319615,Zamora,529.6842080175416,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000001,278.13485492685857,Castilla-La Mancha,1998-12-01T00:00:00,10.28665608498177,-1.1903177583242834,286.8698716567663,48.82005566376621,Albacete,235.96166850600386,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000000c,253.27115329249747,Castilla-La Mancha,1998-12-01T00:00:00,11.212062729369555,-0.09849133152650469,256.6747841568297,30.244941046438125,Ciudad Real,102.80373080245003,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000000f,211.39402423057916,Castilla-La Mancha,1998-12-01T00:00:00,9.248233642849875,-1.910590974090407,224.7229632089104,40.06473435784438,Cuenca,248.35704071506993,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000012,170.70029042738804,Castilla-La Mancha,1998-12-01T00:00:00,7.849781134756227,-1.9959836399536153,193.36238651915468,28.5196665308553,Guadalajara,150.86773539766617,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000002a,211.7390236090389,Castilla-La Mancha,1998-12-01T00:00:00,11.005025244224191,0.3587423403376585,217.91481444020192,24.464030141350797,Toledo,78.04818317445071,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000007,226.77389797130695,Cataluña/Catalunya,1998-12-01T00:00:00,8.681205497733686,2.3635746661567114,232.21274829721608,92.385297061528,Barcelona,821.1006208956192,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000010,262.10214410503454,Cataluña/Catalunya,1998-12-01T00:00:00,9.062400338821531,2.3718375774260125,271.63667743130907,105.46885488908887,Girona,981.0135528614531,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000018,145.68637503023933,Cataluña/Catalunya,1998-12-01T00:00:00,6.785968406911557,-0.0995321258164641,164.165228043627,101.4076321654494,Lleida,805.9872505571768,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000028,282.54007014290585,Cataluña/Catalunya,1998-12-01T00:00:00,12.079305827101765,1.4076834700582497,284.548858162175,101.55932920807047,Tarragona,775.9619857698585,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000030,480.1986062717771,Ciudad Autónoma de Ceuta,1998-12-01T00:00:00,17.755400696864115,7.221602787456447,480.1986062717771,77.15331010452964,Ceuta,468.55052264808376,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000031,224.3233830845771,Ciudad Autónoma de Melilla,1998-12-01T00:00:00,16.47910447761194,7.074626865671641,407.7512437810945,23.139303482587064,Melilla,57.91044776119402,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000001e,157.02675880671472,Comunidad Foral de Navarra,1998-12-01T00:00:00,8.614544879483914,0.8303089436716375,161.9349171396005,55.04662501268118,Navarra,1150.061245680935,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000001b,167.76581308470895,Comunidad de Madrid,1998-12-01T00:00:00,8.962376672307553,-0.6057257575273802,178.86576040103475,24.74504294517707,Madrid,131.4167278648744,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000002,350.38317099996596,Comunitat Valenciana,1998-12-01T00:00:00,13.938881770662073,2.5947603551302274,352.54602973025067,52.847448210175415,Alacant/Alicante,173.3238465637862,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000000b,297.0403261819242,Comunitat Valenciana,1998-12-01T00:00:00,11.774055916901276,0.5312969614600525,303.67879817493446,80.1264246189691,Castelló/Castellón,541.0261819240851,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000002b,308.16448490032934,Comunitat Valenciana,1998-12-01T00:00:00,12.457822731736103,1.3663536088001575,311.8094845087559,60.75601366289749,València/Valencia,317.28296896931874,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000005,292.66737650992695,Extremadura,1998-12-01T00:00:00,13.178987733304307,2.285659655831735,297.25370402254543,34.97383547947644,Badajoz,152.83045922328037,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000009,257.0380272313093,Extremadura,1998-12-01T00:00:00,12.129054997846024,2.142336788376435,258.2966332911242,43.44420910408208,Cáceres,324.99184105061136,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000000e,230.3162738895376,Galicia,1998-12-01T00:00:00,12.572443210382614,4.047581075541598,230.36475292552566,120.86355796524171,A Coruña,2078.7341928797387,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000001a,181.998654980638,Galicia,1998-12-01T00:00:00,11.073033925767442,1.458158637213872,184.4267214683858,114.17477119031082,Lugo,2180.9917234389964,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000001f,176.7536081234322,Galicia,1998-12-01T00:00:00,9.575181265248618,0.22040479708601074,185.1044208102814,118.30592591319889,Ourense,1822.3769286278823,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000022,211.5468234837779,Galicia,1998-12-01T00:00:00,11.653582412102063,3.105857091402765,212.16843986368528,146.16554456542812,Pontevedra,2084.215637381208,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000006,353.4312004382304,Illes Balears,1998-12-01T00:00:00,13.876631625626056,6.051605540484146,353.4644589941569,112.59343697829722,Illes Balears,1262.2056943864777,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000019,120.64666221298508,La Rioja,1998-12-01T00:00:00,7.34261925969913,-0.8663054235946164,136.56450415676954,32.91973475851151,La Rioja,354.4244729809978,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000000,110.52698904143061,País Vasco/Euskadi,1998-12-01T00:00:00,7.728390434676326,0.45835743675398155,114.71678820222417,49.16922638204257,Araba/Álava,1339.0215912331446,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000013,195.56028566992703,País Vasco/Euskadi,1998-12-01T00:00:00,10.429473684210533,3.2704548983077193,196.78612016767602,71.41297935103246,Gipuzkoa,1679.8043471510641,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000002d,197.7956380587697,País Vasco/Euskadi,1998-12-01T00:00:00,10.920949526901413,4.308676711340494,198.22139903992897,65.77457754099729,Bizkaia,1714.8696134742916,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_00000000000000000020,132.31143050721826,Principado de Asturias,1998-12-01T00:00:00,10.497143386589608,0.8860533798143452,138.41846230463204,68.20826698014332,Asturias,1798.0791895162922,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812_0000000000000000001d,328.35134009246894,Región de Murcia,1998-12-01T00:00:00,13.417961580886685,1.8986264638926056,338.6660740688588,42.82702011312165,Murcia,124.01220986176631,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000003,316.7951062853646,Andalucía,1999-01-01T00:00:00,12.206426823673352,2.025109343936382,397.5142070653004,37.08073099862364,Almería,215.75594892185353,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000000a,413.97814759241584,Andalucía,1999-01-01T00:00:00,15.119064247715185,6.084157686536618,414.03948529077434,67.15741372254807,Cádiz,557.8674214522803,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000000d,347.6406255272583,Andalucía,1999-01-01T00:00:00,12.993893203368675,2.737921143843309,378.4853862061983,36.78429529360155,Córdoba,206.99675088338367,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000011,315.04440534983786,Andalucía,1999-01-01T00:00:00,10.465093049873888,-0.11752156679878709,351.16075478496793,41.21664829691177,Granada,273.12636978316624,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000014,385.1254790725289,Andalucía,1999-01-01T00:00:00,14.072260298822528,5.241529074177911,385.1272733269568,49.82059434677927,Huelva,242.98018404300933,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000016,276.0335843469794,Andalucía,1999-01-01T00:00:00,11.555727980561604,1.5101618718305632,369.58770639765106,29.780029413356047,Jaén,156.87148625983127,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000001c,418.6440310420877,Andalucía,1999-01-01T00:00:00,13.869496811818873,3.67391412673366,419.41493416013816,60.14288218955601,Málaga,468.09803541603225,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000026,386.8318869174422,Andalucía,1999-01-01T00:00:00,14.688603100620016,4.432042282048714,400.73547507732474,44.10604349255822,Sevilla,205.3817632453092,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000015,225.29638018991923,Aragón,1999-01-01T00:00:00,8.45688267277093,0.13335490597921873,253.71623980792364,52.14771669523044,Huesca,779.2194976769457,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000029,186.1977277928673,Aragón,1999-01-01T00:00:00,7.815737042330758,-0.8586852980166765,275.3195469403794,14.712679364887448,Teruel,309.8753956499019,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000002f,219.83444520677904,Aragón,1999-01-01T00:00:00,10.050172620177223,1.3515575960176918,323.3098696407452,23.056139877085652,Zaragoza,204.61697297928544,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000032,509.587710838989,Canarias,1999-01-01T00:00:00,19.32551538419549,12.755723357411897,865.9291107916807,59.711675976637125,Las Palmas,63.33370330610091,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000033,822.4102271229625,Canarias,1999-01-01T00:00:00,16.565639414839882,10.17725036243026,826.2844528401354,163.14125993937535,Santa Cruz de Tenerife,430.4372226859377,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000024,240.1809190786137,Cantabria,1999-01-01T00:00:00,9.858487974888062,2.9679037991044663,246.611341919402,88.93855883303333,Cantabria,1896.1629621936033,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000004,158.29808197373646,Castilla y León,1999-01-01T00:00:00,7.566045364106636,-1.9307672105053713,200.83781933943487,31.865411858336646,Ávila,386.2044170314365,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000008,181.18760276153213,Castilla y León,1999-01-01T00:00:00,7.553586023123252,-0.08586568277269707,190.67411128992168,52.97706428020043,Burgos,860.5494629142622,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000017,176.317944549374,Castilla y León,1999-01-01T00:00:00,7.4957312262414195,-1.2209087431563335,198.63600465409093,78.03254676006723,León,1325.4608386927102,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000021,191.73153925955754,Castilla y León,1999-01-01T00:00:00,7.890700339098536,-0.6539135685861608,202.64988464456601,46.304971896629176,Palencia,700.4863276713688,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000023,260.6098551593352,Castilla y León,1999-01-01T00:00:00,9.08086739043939,0.4144690811944836,266.297675211732,73.5293324307705,Salamanca,632.652170543036,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000025,189.21138047385023,Castilla y León,1999-01-01T00:00:00,7.385948617325608,-1.2935322379520289,207.29102178537363,27.99317831731827,Segovia,272.9468935670798,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000027,227.5249426798326,Castilla y León,1999-01-01T00:00:00,7.713414447739291,-1.3238641435602703,249.05535752499154,34.039552444131985,Soria,290.7210907645746,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000002c,210.56792914578713,Castilla y León,1999-01-01T00:00:00,8.520312317911658,-0.3848316047080761,216.26141475352534,31.297766383094437,Valladolid,304.3787515052635,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000002e,208.83647337814023,Castilla y León,1999-01-01T00:00:00,8.521479217312548,-0.3493749702083038,217.9571476238143,65.84209209209212,Zamora,708.0050109633445,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000001,202.52610173366674,Castilla-La Mancha,1999-01-01T00:00:00,10.3797073475292,-0.6550486508351755,351.35118296495284,16.500138499892273,Albacete,191.05068216692965,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000000c,220.97154080089456,Castilla-La Mancha,1999-01-01T00:00:00,10.988393941499794,0.36512622978486814,311.1769500342499,22.031854447742614,Ciudad Real,90.89851979072552,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000000f,198.2239159060811,Castilla-La Mancha,1999-01-01T00:00:00,9.506685104343928,-0.9794934292193154,307.0555130038449,17.793398657545918,Cuenca,223.46684047887652,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000012,218.46533675995892,Castilla-La Mancha,1999-01-01T00:00:00,8.15380271831679,-1.0540080024237115,266.92650515560877,24.89398877989158,Guadalajara,168.41199945675456,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_0000000000000000002a,180.7904560817931,Castilla-La Mancha,1999-01-01T00:00:00,10.967146264782,0.8849824259741594,284.9485801704301,18.17526403182712,Toledo,70.05515799765683,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901_00000000000000000007,272.04711645658193,Cataluña/Catalunya,1999-01-01T00:00:00,9.52423852807863,2.6900754351558724,276.85532236933096,54.2270703980079,Barcelona,1045.683440884715,"{""type"":""MultiPoint"",""coordinates"":[]}"
